Gene names	RBC	Plasma	Matrisome 1	Matrisome 2	Matrisome 3	Plasma 1	Subcellular location [CC]
Etv6	NA	NA	NA	NA	NA	NA	Nucleus
Gata4	NA	NA	NA	NA	NA	NA	Nucleus
Gata5	NA	NA	NA	NA	NA	NA	Nucleus
Gata6	NA	NA	NA	NA	NA	NA	Nucleus
Hes1	NA	NA	NA	NA	NA	NA	Nucleus
Hes2	NA	NA	NA	NA	NA	NA	Nucleus
Hes3	NA	NA	NA	NA	NA	NA	Nucleus
Hes5	NA	NA	NA	NA	NA	NA	Nucleus
Hes7	NA	NA	NA	NA	NA	NA	Nucleus
Hivep2	NA	NA	NA	NA	NA	NA	Nucleus
Hivep3	NA	NA	NA	NA	NA	NA	Cytoplasm
Gtf3a	NA	NA	NA	NA	NA	NA	Nucleus
Brf2	NA	NA	NA	NA	NA	NA	Nucleus
Brf1	NA	NA	NA	NA	NA	NA	Nucleus
Junb	NA	NA	NA	NA	NA	NA	Nucleus
Jund	NA	NA	NA	NA	NA	NA	Nucleus
Lbx1	NA	NA	NA	NA	NA	NA	Nucleus
Lbx2	NA	NA	NA	NA	NA	NA	Nucleus
Maf	NA	NA	NA	NA	NA	NA	Nucleus
Mafa	NA	NA	NA	NA	NA	NA	Nucleus
Mafb	NA	NA	NA	NA	NA	NA	Nucleus
Maff	NA	NA	NA	NA	NA	NA	Nucleus
Mafg	NA	NA	NA	NA	NA	NA	Nucleus
Mafk	NA	NA	NA	NA	NA	NA	Nucleus
Nfe2	NA	NA	NA	NA	NA	NA	Nucleus
Ovol2	NA	NA	NA	NA	NA	NA	Nucleus
Rela	NA	NA	NA	NA	NA	NA	Nucleus
Spi1	NA	NA	NA	NA	NA	NA	Nucleus
Relb	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm
Rfx3	NA	NA	NA	NA	NA	NA	Nucleus
Rfx4	NA	NA	NA	NA	NA	NA	Nucleus
Sox1	NA	NA	NA	NA	NA	NA	Nucleus
Sox10	NA	NA	NA	NA	NA	NA	Cytoplasm
Sox11	NA	NA	NA	NA	NA	NA	Nucleus
Sox12	NA	NA	NA	NA	NA	NA	Nucleus
Sox13	NA	NA	NA	NA	NA	NA	Nucleus
Sox14	NA	NA	NA	NA	NA	NA	Nucleus
Sox17	NA	NA	NA	NA	NA	NA	Nucleus
Sox18	NA	NA	NA	NA	NA	NA	Nucleus
Sox2	NA	NA	NA	NA	NA	NA	Nucleus
Sox21	NA	NA	NA	NA	NA	NA	Nucleus
Sox3	NA	NA	NA	NA	NA	NA	Nucleus
Sox30	NA	NA	NA	NA	NA	NA	Nucleus
Sox4	NA	NA	NA	NA	NA	NA	Nucleus
Sox5	NA	NA	NA	NA	NA	NA	Nucleus
Sox6	NA	NA	NA	NA	NA	NA	Nucleus
Sox7	NA	NA	NA	NA	NA	NA	Nucleus
Sox8	NA	NA	NA	NA	NA	NA	Nucleus
Sox9	NA	NA	NA	NA	NA	NA	Nucleus
Sp1	NA	NA	NA	NA	NA	NA	Nucleus
Sp2	NA	NA	NA	NA	NA	NA	Nucleus
Sp3	NA	NA	NA	NA	NA	NA	Nucleus Nucleus
Sp4	NA	NA	NA	NA	NA	NA	Nucleus
Sp5	NA	NA	NA	NA	NA	NA	Nucleus
Sp6	NA	NA	NA	NA	NA	NA	Nucleus
Sp7	NA	NA	NA	NA	NA	NA	Nucleus
Sp8	NA	NA	NA	NA	NA	NA	Nucleus
Sp9	NA	NA	NA	NA	NA	NA	Nucleus
Spib	NA	NA	NA	NA	NA	NA	Nucleus
Spic	NA	NA	NA	NA	NA	NA	Nucleus
Supt20h	NA	NA	NA	NA	NA	NA	NA
Bdp1	NA	NA	NA	NA	NA	NA	Nucleus
Yy2	NA	NA	NA	NA	NA	NA	Nucleus
Gtf2a1	NA	NA	NA	NA	NA	NA	Nucleus
Gtf2a2	NA	NA	NA	NA	NA	NA	Nucleus
Gtf2b	NA	NA	NA	NA	NA	NA	Nucleus
Taf1	NA	NA	NA	NA	NA	NA	Nucleus
Taf10	NA	NA	NA	NA	NA	NA	Nucleus
Taf11	NA	NA	NA	NA	NA	NA	Nucleus
Taf12	NA	NA	NA	NA	NA	NA	Nucleus
Taf13	NA	NA	NA	NA	NA	NA	Nucleus
Taf2	NA	NA	NA	NA	NA	NA	Nucleus
Taf3	NA	NA	NA	NA	NA	NA	Nucleus
Taf4b	NA	NA	NA	NA	NA	NA	Nucleus
Taf5	NA	NA	NA	NA	NA	NA	Nucleus
Taf6	NA	NA	NA	NA	NA	NA	Nucleus
Taf7	NA	NA	NA	NA	NA	NA	Nucleus
Taf7l	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Note=Cytoplasmic in spermatogonia and early spermatocytes (preleptotene
Taf8	NA	NA	NA	NA	NA	NA	Nucleus
Taf9	NA	NA	NA	NA	NA	NA	Nucleus
Taf9b	NA	NA	NA	NA	NA	NA	Nucleus
Trim24	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm Note=Detected in the cytoplasm of the zygote Translocates into the pronucleus at the time of genome activation Colocalizes with sites of active transcription
Trim28	NA	NA	NA	NA	NA	NA	Nucleus
Bach1	NA	NA	NA	NA	NA	NA	Nucleus
Bach2	NA	NA	NA	NA	NA	NA	Cytoplasm
Ttf1	NA	NA	NA	NA	NA	NA	Nucleus
Mterf1a	NA	NA	NA	NA	NA	NA	Mitochondrion
Mterf1b	NA	NA	NA	NA	NA	NA	Mitochondrion
Ttf2	NA	NA	NA	NA	NA	NA	Cytoplasm
Mterf2	NA	NA	NA	NA	NA	NA	Mitochondrion matrix
Mterf3	NA	NA	NA	NA	NA	NA	Mitochondrion
Mterf4	NA	NA	NA	NA	NA	NA	Mitochondrion
Gli3	NA	NA	NA	NA	NA	NA	Nucleus
Mn1	NA	NA	NA	NA	NA	NA	Nucleus
Myb	NA	NA	NA	NA	NA	NA	Nucleus
Pura	RBC	NA	NA	NA	NA	NA	Nucleus
Purb	RBC	NA	NA	NA	NA	NA	Nucleus
Tada1	NA	NA	NA	NA	NA	NA	Nucleus
Tada2a	NA	NA	NA	NA	NA	NA	Nucleus
Tada3	NA	NA	NA	NA	NA	NA	Nucleus
Tcim	NA	NA	NA	NA	NA	NA	Cytoplasm
Yap1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tead1	NA	NA	NA	NA	NA	NA	Nucleus
Tead4	NA	NA	NA	NA	NA	NA	Nucleus
Tead2	NA	NA	NA	NA	NA	NA	Nucleus
Tead3	NA	NA	NA	NA	NA	NA	Nucleus
Swt1	NA	NA	NA	NA	NA	NA	NA
Atrx	NA	NA	NA	NA	NA	NA	Nucleus Chromosome
Erg	NA	NA	NA	NA	NA	NA	Nucleus Cytoplasm
Zbtb33	NA	NA	NA	NA	NA	NA	Nucleus
Qrich1	NA	NA	NA	NA	NA	NA	Nucleus
Ctcf	NA	NA	NA	NA	NA	NA	Nucleus
Ctcfl	NA	NA	NA	NA	NA	NA	Cytoplasm
Nfx1	NA	NA	NA	NA	NA	NA	Nucleus
Gatad2a	NA	NA	NA	NA	NA	NA	Nucleus speckle
Gatad2b	NA	NA	NA	NA	NA	NA	Nucleus speckle
Yy1	NA	NA	NA	NA	NA	NA	Nucleus
Scrt1	NA	NA	NA	NA	NA	NA	Nucleus
Scrt2	NA	NA	NA	NA	NA	NA	Nucleus
Trerf1	NA	NA	NA	NA	NA	NA	Nucleus
Tbl2	NA	NA	NA	NA	NA	NA	NA
Tbl3	NA	NA	NA	NA	NA	NA	Nucleus
Tle1	NA	NA	NA	NA	NA	NA	Nucleus
Tle2	NA	NA	NA	NA	NA	NA	Nucleus
Tle3	NA	NA	NA	NA	NA	NA	Nucleus
Tle4	NA	NA	NA	NA	NA	NA	Nucleus
Tle6	NA	NA	NA	NA	NA	NA	Cytoplasm
Tfr2	NA	NA	NA	NA	NA	NA	Cell membrane
Trrap	NA	NA	NA	NA	NA	NA	Nucleus
Tra2a	NA	NA	NA	NA	NA	NA	Nucleus
Tra2b	NA	NA	NA	NA	NA	NA	Nucleus
Tacc1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tacc2	NA	NA	NA	NA	NA	NA	Cytoplasm
Tacc3	NA	NA	NA	NA	NA	NA	Cytoplasm
Lrrc32	NA	NA	NA	NA	NA	NA	Cell membrane
Nrros	NA	NA	NA	NA	NA	NA	Cell membrane
Tgfbr3	NA	NA	NA	NA	NA	NA	Cell membrane
Tbrg1	NA	NA	NA	NA	NA	NA	Nucleus
Tgfb1i1	NA	NA	NA	NA	NA	NA	Cell junction
Tgfbrap1	NA	NA	NA	NA	NA	NA	Cytoplasm Early endosome
Rhoa	RBC	NA	NA	NA	NA	NA	Cell membrane
Tagln	NA	NA	NA	NA	NA	NA	Cytoplasm
Tagln2	RBC	NA	NA	NA	NA	NA	NA
Tagln3	RBC	NA	NA	NA	NA	NA	NA
Tgoln1	NA	NA	NA	NA	NA	NA	Cell membrane
Tgoln2	NA	NA	NA	NA	NA	NA	Cell membrane
Trpa1	NA	NA	NA	NA	NA	NA	Cell membrane
Trpm1	NA	NA	NA	NA	NA	NA	Cell membrane
Trpm2	NA	NA	NA	NA	NA	NA	Cell membrane
Trpm4	NA	NA	NA	NA	NA	NA	Cell membrane
Trpm5	NA	NA	NA	NA	NA	NA	Cell membrane
Trpm6	NA	NA	NA	NA	NA	NA	Cell membrane
Trpm7	NA	NA	NA	NA	NA	NA	Membrane
Trpm8	NA	NA	NA	NA	NA	NA	Cell membrane
Trpv1	NA	NA	NA	NA	NA	NA	Cell junction
Trpv2	RBC	NA	NA	NA	NA	NA	Cell membrane
Trpv3	NA	NA	NA	NA	NA	NA	Membrane
Trpv4	NA	NA	NA	NA	NA	NA	Cell membrane
Trpv5	NA	NA	NA	NA	NA	NA	Apical cell membrane
Trpv6	NA	NA	NA	NA	NA	NA	Cell membrane
Tktl1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tktl2	RBC	NA	NA	NA	NA	NA	NA
L3hypdh	NA	NA	NA	NA	NA	NA	NA
Guf1	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Eif2b1	NA	NA	NA	NA	NA	NA	NA
Eif2b2	NA	NA	NA	NA	NA	NA	NA
Eif2b4	NA	NA	NA	NA	NA	NA	NA
Eif2b5	NA	NA	NA	NA	NA	NA	NA
Mtif2	NA	NA	NA	NA	NA	NA	Mitochondrion
Mtif3	NA	NA	NA	NA	NA	NA	Mitochondrion
Tma16	NA	NA	NA	NA	NA	NA	NA
Tma7	NA	NA	NA	NA	NA	NA	NA
Taco1	NA	NA	NA	NA	NA	NA	Mitochondrion
Tpt1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tsn	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tsnaxip1	NA	NA	NA	NA	NA	NA	Cytoplasm
Tsnax	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tram1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tram1l1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tram2	NA	NA	NA	NA	NA	NA	Membrane
Sec62	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Sec63	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tspo	RBC	NA	NA	NA	NA	NA	Mitochondrion membrane
Tspo2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ssr1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ssr2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ssr4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Ssr3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tm4sf1	NA	NA	NA	NA	NA	NA	Membrane
Tm4sf20	NA	NA	NA	NA	NA	NA	Membrane
Tm4sf4	NA	NA	NA	NA	NA	NA	Membrane
Tm6sf1	NA	NA	NA	NA	NA	NA	Lysosome membrane
Tm6sf2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tm7sf3	NA	NA	NA	NA	NA	NA	Cell membrane
Tm9sf1	NA	NA	NA	NA	NA	NA	Lysosome membrane
Tm9sf2	NA	NA	NA	NA	NA	NA	Endosome membrane
Tm9sf3	NA	NA	NA	NA	NA	NA	Membrane
Tm9sf4	NA	NA	NA	NA	NA	NA	Membrane
Tmcc3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmco2	NA	NA	NA	NA	NA	NA	Membrane
Tmco3	NA	NA	NA	NA	NA	NA	Membrane
Tmco4	NA	NA	NA	NA	NA	NA	Membrane
Tmco5a	NA	NA	NA	NA	NA	NA	Membrane
Tmco5b	NA	NA	NA	NA	NA	NA	Membrane
Tmco6	NA	NA	NA	NA	NA	NA	Membrane
Tmcc1	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmcc2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmigd1	NA	NA	NA	NA	NA	NA	Cell membrane
Tmub1	NA	NA	NA	NA	NA	NA	Membrane
Tmub2	NA	NA	NA	NA	NA	NA	Membrane
Tapt1	NA	NA	NA	NA	NA	NA	Cytoplasm
Cyb561	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Tmc1	NA	NA	NA	NA	NA	NA	Cell membrane
Tmc2	NA	NA	NA	NA	NA	NA	Cell membrane
Tmc3	NA	NA	NA	NA	NA	NA	Membrane
Tmc4	NA	NA	NA	NA	NA	NA	Membrane
Tmc5	NA	NA	NA	NA	NA	NA	Membrane
Tmc6	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmc7	NA	NA	NA	NA	NA	NA	Membrane
Tmc8	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmigd3	NA	NA	NA	NA	NA	NA	Membrane
Tmed1	NA	NA	NA	NA	NA	NA	Cell membrane
Tmed10	RBC	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmed11	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmed2	RBC	NA	NA	NA	NA	NA	Cytoplasmic vesicle membrane
Tmed3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum-Golgi intermediate compartment membrane
Tmed4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmed5	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmed6	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmed9	RBC	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Teddm1a	NA	NA	NA	NA	NA	NA	Membrane
Prrg2	NA	NA	NA	NA	NA	NA	Cell membrane
Prrg3	NA	NA	NA	NA	NA	NA	Membrane
Prrg4	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum-Golgi intermediate compartment membrane
Gpnmb	NA	NA	NA	NA	NA	NA	Cell membrane
Tmie	NA	NA	NA	NA	NA	NA	Membrane
Tomt	NA	NA	NA	NA	NA	NA	Cytoplasm
Tmem100	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem101	NA	NA	NA	NA	NA	NA	Membrane
Tmem102	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem104	NA	NA	NA	NA	NA	NA	Membrane
Tmem106a	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem106b	NA	NA	NA	NA	NA	NA	Late endosome membrane
Tmem106c	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem107	NA	NA	NA	NA	NA	NA	Membrane
Tmem108	NA	NA	NA	NA	NA	NA	Membrane
Tmem109	NA	NA	NA	NA	NA	NA	Nucleus outer membrane
Tmem11	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Tmem114	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem115	NA	NA	NA	NA	NA	NA	Golgi apparatus
Tmem117	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem119	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem120b	NA	NA	NA	NA	NA	NA	Nucleus inner membrane
Tmem121	NA	NA	NA	NA	NA	NA	Membrane
Tmem121b	NA	NA	NA	NA	NA	NA	NA
Tmem125	NA	NA	NA	NA	NA	NA	Membrane
Tmem126a	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Tmem127	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem128	NA	NA	NA	NA	NA	NA	Membrane
Tmem130	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Tmem131	NA	NA	NA	NA	NA	NA	Membrane
Tmem131l	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem132a	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Tmem132c	NA	NA	NA	NA	NA	NA	Membrane
Tmem132d	NA	NA	NA	NA	NA	NA	Membrane
Tmem132e	NA	NA	NA	NA	NA	NA	Membrane
Tmem134	NA	NA	NA	NA	NA	NA	Membrane
Tmem135	NA	NA	NA	NA	NA	NA	Mitochondrion membrane
Tmem138	NA	NA	NA	NA	NA	NA	Vacuole membrane
Tmem140	NA	NA	NA	NA	NA	NA	Membrane
Tmem141	NA	NA	NA	NA	NA	NA	Membrane
Tmem143	NA	NA	NA	NA	NA	NA	Membrane
Tmem144	NA	NA	NA	NA	NA	NA	Membrane
Tmem145	NA	NA	NA	NA	NA	NA	Membrane
Tmem147	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem14a	NA	NA	NA	NA	NA	NA	Mitochondrion membrane
Tmem14c	RBC	NA	NA	NA	NA	NA	Mitochondrion membrane
Tmem150a	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem150c	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem151a	NA	NA	NA	NA	NA	NA	Membrane
Tmem151b	NA	NA	NA	NA	NA	NA	Membrane
Tmem154	NA	NA	NA	NA	NA	NA	Membrane
Tmem158	NA	NA	NA	NA	NA	NA	Membrane
Tmem160	NA	NA	NA	NA	NA	NA	Membrane
Tmem161a	NA	NA	NA	NA	NA	NA	Membrane
Tmem161b	NA	NA	NA	NA	NA	NA	Membrane
Tmem163	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Tmem164	NA	NA	NA	NA	NA	NA	Membrane
Tmem165	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Tmem168	NA	NA	NA	NA	NA	NA	Membrane
Tmem169	NA	NA	NA	NA	NA	NA	Membrane
Tmem17	NA	NA	NA	NA	NA	NA	Cell projection
Tmem170a	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem170b	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem171	NA	NA	NA	NA	NA	NA	Membrane
Tmem174	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem176a	NA	NA	NA	NA	NA	NA	Membrane
Tmem176b	NA	NA	NA	NA	NA	NA	Nucleus membrane
Tmem177	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Tmem178a	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem179	NA	NA	NA	NA	NA	NA	Membrane
Tmem179b	NA	NA	NA	NA	NA	NA	Membrane
Tmem18	NA	NA	NA	NA	NA	NA	Cytoplasm
Mfsd13a	NA	NA	NA	NA	NA	NA	Membrane
Tmem182	NA	NA	NA	NA	NA	NA	Membrane
Tmem183	NA	NA	NA	NA	NA	NA	Membrane
Tmem184a	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem184b	NA	NA	NA	NA	NA	NA	Membrane
Tmem184c	NA	NA	NA	NA	NA	NA	Membrane
Tmem185a	NA	NA	NA	NA	NA	NA	Cell projection
Tmem185b	NA	NA	NA	NA	NA	NA	Membrane
Tmem186	NA	NA	NA	NA	NA	NA	Membrane
Tmem19	NA	NA	NA	NA	NA	NA	Membrane
Tmem190	NA	NA	NA	NA	NA	NA	Membrane
Tmem191c	NA	NA	NA	NA	NA	NA	Membrane
Tmem192	NA	NA	NA	NA	NA	NA	Lysosome membrane
Tmem198	NA	NA	NA	NA	NA	NA	Membrane
Tmem199	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Tmem200a	NA	NA	NA	NA	NA	NA	Membrane
Tmem201	NA	NA	NA	NA	NA	NA	Nucleus inner membrane
Tmem202	NA	NA	NA	NA	NA	NA	Membrane
Tmem203	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem204	NA	NA	NA	NA	NA	NA	Cell junction
Tmem205	NA	NA	NA	NA	NA	NA	Membrane
Tmem207	NA	NA	NA	NA	NA	NA	Membrane
Tmem208	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem209	NA	NA	NA	NA	NA	NA	Membrane
Tmem210	NA	NA	NA	NA	NA	NA	Membrane
Tmem211	NA	NA	NA	NA	NA	NA	Membrane
Tmem212	NA	NA	NA	NA	NA	NA	Membrane
Tmem213	NA	NA	NA	NA	NA	NA	Membrane
Tmem214	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem215	NA	NA	NA	NA	NA	NA	Membrane
Tmem216	NA	NA	NA	NA	NA	NA	Membrane
Tmem218	NA	NA	NA	NA	NA	NA	Membrane
Tmem220	NA	NA	NA	NA	NA	NA	Membrane
Tmem221	NA	NA	NA	NA	NA	NA	Membrane
Tmem222	NA	NA	NA	NA	NA	NA	Membrane
Tmem223	NA	NA	NA	NA	NA	NA	Membrane
Tmem225	NA	NA	NA	NA	NA	NA	Cytoplasmic vesicle
Tmem229a	NA	NA	NA	NA	NA	NA	Membrane
TMEM229B	NA	NA	NA	NA	NA	NA	Membrane
Tmem230	NA	NA	NA	NA	NA	NA	Membrane
Tmem231	NA	NA	NA	NA	NA	NA	Cell projection
Tmem232	NA	NA	NA	NA	NA	NA	Membrane
Tmem233	NA	NA	NA	NA	NA	NA	Membrane
Tmem234	NA	NA	NA	NA	NA	NA	Membrane
Tmem235	NA	NA	NA	NA	NA	NA	Membrane
Tmem236	NA	NA	NA	NA	NA	NA	Membrane
Tmem237	NA	NA	NA	NA	NA	NA	Membrane
Tmem238	NA	NA	NA	NA	NA	NA	Membrane
Tmem239	NA	NA	NA	NA	NA	NA	Membrane
Tmem240	NA	NA	NA	NA	NA	NA	Cell junction
Tmem241	NA	NA	NA	NA	NA	NA	Membrane
Tmem242	NA	NA	NA	NA	NA	NA	Membrane
Tmem245	NA	NA	NA	NA	NA	NA	Membrane
Tmem247	NA	NA	NA	NA	NA	NA	Membrane
Tmem248	NA	NA	NA	NA	NA	NA	Membrane
Tmem25	NA	NA	NA	NA	NA	NA	Late endosome
Tmem251	NA	NA	NA	NA	NA	NA	Membrane
Tmem252	NA	NA	NA	NA	NA	NA	Membrane
Tmem253	NA	NA	NA	NA	NA	NA	Membrane
Tmem254a	NA	NA	NA	NA	NA	NA	Membrane
Tmem254b	NA	NA	NA	NA	NA	NA	Membrane
Tmem254c	NA	NA	NA	NA	NA	NA	Membrane
Tmem255a	NA	NA	NA	NA	NA	NA	Membrane
Tmem255b	NA	NA	NA	NA	NA	NA	Membrane
Tmem256	NA	NA	NA	NA	NA	NA	Membrane
Tmem258	NA	NA	NA	NA	NA	NA	Membrane
Tmem26	NA	NA	NA	NA	NA	NA	Membrane
Tmem260	NA	NA	NA	NA	NA	NA	Membrane
Tmem263	NA	NA	NA	NA	NA	NA	Membrane
Tmem266	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem267	NA	NA	NA	NA	NA	NA	Membrane
Tmem268	NA	NA	NA	NA	NA	NA	Membrane
Tmem269	NA	NA	NA	NA	NA	NA	Membrane
Tmem270	NA	NA	NA	NA	NA	NA	Membrane
Tmem275	NA	NA	NA	NA	NA	NA	Membrane
Tmem33	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem35b	NA	NA	NA	NA	NA	NA	Membrane
Tmem39a	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem39b	NA	NA	NA	NA	NA	NA	Membrane
Tmem40	RBC	NA	NA	NA	NA	NA	Membrane
Tmem41a	NA	NA	NA	NA	NA	NA	Membrane
Tmem41b	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem42	NA	NA	NA	NA	NA	NA	Membrane
Tmem43	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum Nucleus inner membrane
Tmem45a	NA	NA	NA	NA	NA	NA	Membrane
Tmem45b	NA	NA	NA	NA	NA	NA	Membrane
Tmem47	NA	NA	NA	NA	NA	NA	Membrane
Tmem50a	NA	NA	NA	NA	NA	NA	Membrane
Tmem50b	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem51	NA	NA	NA	NA	NA	NA	Membrane
Tmem52	NA	NA	NA	NA	NA	NA	Membrane
Tmem52b	NA	NA	NA	NA	NA	NA	Membrane
Tmem53	NA	NA	NA	NA	NA	NA	Membrane
Tmem54	NA	NA	NA	NA	NA	NA	Membrane
Tmem59	NA	NA	NA	NA	NA	NA	Late endosome membrane
Tmem59l	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Tmem60	NA	NA	NA	NA	NA	NA	Membrane
Tmem62	NA	NA	NA	NA	NA	NA	Membrane
Tmem64	NA	NA	NA	NA	NA	NA	Membrane
Tmem65	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem68	NA	NA	NA	NA	NA	NA	Membrane
Tmem69	NA	NA	NA	NA	NA	NA	Membrane
Tmem70	NA	NA	NA	NA	NA	NA	Mitochondrion inner membrane
Tmem71	NA	NA	NA	NA	NA	NA	Membrane
Tmem72	NA	NA	NA	NA	NA	NA	Membrane
Tmem74	NA	NA	NA	NA	NA	NA	Lysosome membrane
Tmem79	NA	NA	NA	NA	NA	NA	Lysosome
Tmem80	NA	NA	NA	NA	NA	NA	Membrane
Tmem81	NA	NA	NA	NA	NA	NA	Membrane
Tmem82	NA	NA	NA	NA	NA	NA	Membrane
Tmem87a	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Tmem87b	NA	NA	NA	NA	NA	NA	Golgi apparatus membrane
Tmem88	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem88b	NA	NA	NA	NA	NA	NA	Membrane
Tmem89	NA	NA	NA	NA	NA	NA	Membrane
Tmem8b	NA	NA	NA	NA	NA	NA	Cell membrane
Tmem91	NA	NA	NA	NA	NA	NA	Membrane
Tmem92	NA	NA	NA	NA	NA	NA	Membrane
Tmem94	NA	NA	NA	NA	NA	NA	Membrane
Tmem98	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tmem9b	NA	NA	NA	NA	NA	NA	Lysosome membrane
Tpra1	NA	NA	NA	NA	NA	NA	Membrane
Fam155a	NA	NA	NA	NA	NA	NA	Membrane
Fam155b	NA	NA	NA	NA	NA	NA	Membrane
Kiaa1109	NA	NA	NA	NA	NA	NA	Membrane
Pmis2	NA	NA	NA	NA	NA	NA	Membrane
Cyb561d2	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tango2	RBC	NA	NA	NA	NA	NA	Golgi apparatus
Mia3	NA	NA	NA	NA	NA	NA	Endoplasmic reticulum membrane
Tango6	NA	NA	NA	NA	NA	NA	Membrane
Tnpo1	RBC	NA	NA	NA	NA	NA	Cytoplasm
Tnpo2	NA	NA	NA	NA	NA	NA	Cytoplasm
Tnpo3	RBC	NA	NA	NA	NA	NA	Nucleus envelope
Tcof1	NA	NA	NA	NA	NA	NA	Nucleus
Tff1	NA	NA	NA	NA	NA	NA	Secreted
Tff2	NA	NA	NA	NA	NA	NA	Secreted
Tff3	NA	NA	NA	NA	NA	NA	Secreted
Treh	NA	NA	NA	NA	NA	NA	Cell membrane
Treml1	RBC	NA	NA	NA	NA	NA	Cell membrane
Treml2	NA	NA	NA	NA	NA	NA	Cell membrane
